geneSymbol,half_life_hr,decay_rate,p_val
Cnot8,2.353659314,-1.222484192,0.024683433
Cdk12,0.923921655,-0.287384921,0.364342745
Tusc1,3.35589979,-1.577232849,0.245886831
Gsdmd,5.85058593,-2.133054736,0.013114245
Kbtbd3,5.318204511,-2.037648669,0.218727291
Lzic,7.551271694,-2.388228906,0.109854497
1810030O07Rik,19.99727479,-3.362108924,0.327944405
Rhebl1,2.514093848,-1.28842536,0.029431347
Manbal,3.828066918,-1.708872875,0.051018768
Mrpl44,3.130083753,-1.507572683,0.035406371
Bola1,9.70407121,-2.63905843,0.351788313
Faim3,24.08629077,-3.548155752,0.327026382
1810026B05Rik,0.305494355,0.819311056,0.11640851
Cnppd1,5.808070483,-2.125761334,0.108861467
Snx5,101.2556279,-4.984161209,0.658847299
Tmem110,2.042320133,-1.080599402,0.011861917
Dyrk2,1.489358584,-0.764858467,0.059329084
Dtwd1,3.407378919,-1.592456271,0.095565041
Erp27,2.614027965,-1.327405234,0.219201101
Kmt2e,0.596187253,0.150687559,0.551260782
Dym,119.6929897,-5.151442966,0.822814286
Tmem121,29.05679901,-3.735765422,0.752159344
2010016I18Rik,0.590883102,0.159624157,0.505234908
Srsf11,9.312165688,-2.597834604,0.142603221
2410006H16Rik,0.502115144,0.322412895,0.528146071
Carkd,39.92768777,-4.053582933,0.66842458
Snx24,1.331341903,-0.652700304,0.222834431
Selt,2.608340186,-1.325226996,0.014829973
Zfp746,0.911791156,-0.27416861,0.097071467
Qrich1,1.097786828,-0.459809099,0.011172697
Zfp688,0.973900029,-0.3400663,0.226443704
Gtpbp4,4.324781113,-1.83087445,0.040885065
Polr2d,46.14591877,-4.198321444,0.661911772
Zfp397,1.684468906,-0.887963245,0.047446587
Elf2,0.491315136,0.344156612,0.190362716
Kctd5,4.558936359,-1.883602262,0.129304435
Ing2,0.882909221,-0.24198003,0.17090588
Rfc3,2.889038676,-1.427436729,0.020534042
Scnm1,11.35493885,-2.796165711,0.337533413
Gins1,6.066142892,-2.169235886,0.11426368
Ctdspl,1.963644617,-1.041315166,0.093008583
Sec62,3.820485199,-1.706890351,0.057400305
Rhobtb1,1.213419713,-0.559955503,0.048916974
1700001L05Rik,3.713482269,-1.678482974,0.042553828
Lrrc46,5.112252294,-1.99815299,0.216443761
1700001G11Rik,1.051850874,-0.41706427,0.747606928
Slc16a13,2.162765513,-1.137900654,0.033239214
Lrrc51,2.836354281,-1.409032444,0.068442824
Mocs3,0.497289238,0.332070534,0.096815053
Zpbp2,5.184737728,-2.012232178,0.441124136
C8g,1.842376875,-0.977569438,0.001318407
Dnajb13,1.778562213,-0.942318213,0.135596608
1700025G04Rik,3.718120525,-1.679731226,0.257195932
Dnajc17,15.80730577,-3.126985144,0.324049157
1700048O20Rik,11.4288938,-2.802657613,0.586739684
Snhg10,0.538170126,0.253067628,0.761386526
Dennd6b,5.052075273,-1.986312025,0.235637199
1700027J07Rik,0.624617653,0.10410265,0.676741601
Clic3,0.340092958,0.712023372,0.311336001
Commd10,13.9231769,-3.000067775,0.387286365
Ubl7,18.85053684,-3.303054314,0.380364836
Tmem127,1.356507524,-0.67142632,0.112940332
2300009A05Rik,3.812401615,-1.704772256,0.106668808
Nup35,1.266573364,-0.602828036,0.055705603
Zfp932,3.350565877,-1.575642171,0.022863665
1700030C10Rik,4.832482125,-1.941873154,0.132749652
Rwdd2a,1.411855646,-0.711417821,0.298832909
1700030J22Rik,9.071714206,-2.571674164,0.650123163
Avpi1,4.289177803,-1.822607981,0.192145947
Hemk1,6.817369598,-2.285986629,0.078354451
Dnase1l1,2.04309368,-1.080978089,0.002131966
Wdr5b,0.633659748,0.089730223,0.719534203
Mapk1ip1,1.568483465,-0.816622127,0.24167914
2310015A10Rik,3.405722345,-1.59196998,0.124331768
2310022B05Rik,6.90076357,-2.298144988,0.132765403
Fam65c,1.874668924,-0.994944991,0.050018859
Klhdc2,3.896988794,-1.726717071,0.049677795
Bod1,1.200967181,-0.549640137,0.009856371
Cdk13,1.263240208,-0.600192935,0.075104089
Vkorc1l1,1.807465352,-0.958438426,0.016506228
Mfsd3,3.452323987,-1.605560544,0.10846247
Hilpda,0.807738234,-0.15299568,0.025827021
Fastkd3,1.257630316,-0.595742169,0.013409162
Plekhm2,2.760765769,-1.382021015,0.04029757
Pcgf3,1.158720226,-0.513829063,0.185958288
Ap5s1,0.799446651,-0.142677444,0.123269651
Afg3l2,36.59030261,-3.96629617,0.536099094
Dab2ip,1.08153487,-0.444894128,0.144228144
Lnp,6.13414943,-2.180384347,0.166209625
Mtfmt,2.658900627,-1.34442566,0.005278316
Sec24d,1.788131601,-0.947684197,0.106962394
Kansl2,2.004090012,-1.061703019,0.110944307
Fam89a,4.211625504,-1.804361599,0.242713291
Arhgef12,5.498865507,-2.07105472,0.110647261
Exosc8,15.15465328,-3.084820553,0.30735761
Fam83g,0.466441224,0.396110339,0.090515011
Wdr20,0.822744513,-0.17140336,0.712097093
2310061I04Rik,2.966216618,-1.453800195,0.045928026
Ddx51,20.27600111,-3.375950896,0.379148544
Txndc15,11.16036956,-2.778881992,0.279971725
Mif4gd,6.551067157,-2.246140882,0.13052775
Cdk3-ps,5.952859403,-2.150384597,0.161888604
Slc52a3,2.159728328,-1.13649536,0.139865174
Ndufaf1,3.503544587,-1.620288116,0.059867785
Lrr1,1.009321852,-0.375791593,0.469424005
Ptrhd1,7.070536213,-2.322449241,0.13242298
Arap1,10.44603346,-2.712735254,0.216717202
Pin4,1.632009587,-0.856325052,0.470241284
Tfpt,6.019185179,-2.161464818,0.183211004
Trip13,352.1311557,-6.230516628,0.915558862
Ipmk,3.768755872,-1.69325786,0.052558049
Nkiras1,2.359517888,-1.224970234,0.057644154
Rpain,2.791435382,-1.393068858,0.077527841
Smyd3,7.045348145,-2.318880482,0.127770574
Usp46,2.380029395,-1.233625759,0.042785983
Gemin7,3.039141796,-1.478088092,0.021154939
2410018L13Rik,1.852665119,-0.983138128,0.529324779
Ttl,8.698346663,-2.529645889,0.152649426
Dph5,2.976415752,-1.457232729,0.044150347
Tm2d2,3.087971617,-1.494027361,0.03814736
Casz1,0.876690754,-0.234911954,0.573168926
2410004N09Rik,2.59216865,-1.319007762,0.14175544
Zfp511,3.853557315,-1.71550962,0.055213571
Fbxo7,3.179630207,-1.523277824,0.048247064
Leng1,0.520305049,0.286827085,0.115512943
Tnfaip8l2,1.249286816,-0.589085762,0.019926832
1810026J23Rik,2.536534985,-1.297311891,0.017679053
Ms4a6b,5.331381048,-2.040123234,0.049026269
Smap2,2.505593457,-1.285038536,0.020264806
Med6,1.735109516,-0.917583454,0.017341377
Cox11,4.738591404,-1.92225284,0.154354879
Trim32,0.764562234,-0.098061069,0.146869541
Krtcap3,4.958626114,-1.96764163,0.188735696
Mterfd2,0.978649823,-0.344931532,0.071570754
Fyttd1,8.950792883,-2.558255039,0.170880173
Rab43,1.812333078,-0.961127929,0.066745328
Pcgf1,0.760580902,-0.092840128,0.45922955
Wnk4,1.161656357,-0.516359801,0.142704017
Eif1ad,5.59407548,-2.088221008,0.085731841
Ttc39b,4.732180339,-1.920898977,0.215547965
Ppp1r35,5.575724556,-2.084935195,0.113222436
Thap3,1.501060088,-0.772684504,0.033327667
Vwa9,5.606014427,-2.090352947,0.053747487
Clhc1,0.311399533,0.800165598,0.016857454
Zfp219,3.959881734,-1.74272708,0.068801757
Coa7,2.115890067,-1.11598848,0.03078374
Snhg8,0.974571934,-0.340755974,0.634023672
Mfsd11,1.941639336,-1.030045555,0.088667312
Mrto4,8.173837694,-2.467451449,0.166823482
Rasip1,2.796380525,-1.394838832,0.212180769
Slc25a32,1.778219448,-0.942125474,0.016821776
Nup43,2.629177162,-1.333183852,0.055692783
2610020C07Rik,6.735133999,-2.273850626,0.15160512
Vrk2,3.142161906,-1.511423989,0.031490449
Agk,10.25567482,-2.694344114,0.186892109
Dnah17,0.820057831,-0.168132504,0.728734238
Zfp715,0.517040169,0.29312179,0.34930192
Trmt10b,3.199442629,-1.529489537,0.011626574
Exoc1,2.693072945,-1.357195821,0.04730439
2810408I11Rik,2.861512244,-1.417863162,0.111928673
Rnf113a1,0.876410336,-0.234592043,0.072640713
2810021J22Rik,0.937528437,-0.302004732,0.501227724
Fars2,6.325734217,-2.21113903,0.191873619
Ptcd3,28.22260188,-3.706636063,0.347788543
Cdc16,5.116246517,-1.998933989,0.034272832
Rpp25l,0.992369122,-0.358852779,0.013026598
Mettl18,0.426040115,0.486708851,0.115339059
Tmem30a,52.51715148,-4.327652732,0.647340366
Spink2,1.826152382,-0.968724151,0.177339597
Rsc1a1,1.475078163,-0.755223901,0.315207092
Cep85,2.79658545,-1.394912112,0.052990752
Ino80b,6.003408514,-2.158840314,0.142839352
Mcm10,2.143672275,-1.129033295,0.011704784
Dopey2,2.593072716,-1.31935647,0.131079147
Cmtm8,2.16222126,-1.137648975,0.243094076
Dancr,0.359931011,0.65532998,0.213086522
Tut1,0.941760408,-0.30650854,0.290448855
Trnt1,11.39237408,-2.799457112,0.232370178
Prpf4,1.181347036,-0.533168264,0.021354775
Degs2,0.738457298,-0.063320919,0.879050692
2210404O09Rik,1.517259001,-0.783418339,0.035916427
Lysmd2,2.154849607,-1.134233854,0.061733439
Cysltr2,0.72465519,-0.044453583,0.931568136
Meaf6,5.69599537,-2.106276282,0.131820362
Ube2q1,7.118827846,-2.329256004,0.165012045
Sash1,0.46283161,0.403879064,0.239487099
Smc4,8.393214065,-2.493936451,0.139055358
Cyp4f16,8.818800704,-2.543398807,0.478826906
Ifi35,14.10662464,-3.01315744,0.238840953
Srrd,3.074814567,-1.489757517,0.029216214
Yars2,3.464597979,-1.609109523,0.043228319
Mllt3,3.240177477,-1.542141026,0.021310224
Lrch3,1.13275902,-0.491169188,0.124232597
Mettl7a1,2.262511475,-1.182988389,0.143606962
Abhd17c,2.269998038,-1.186291888,0.037624634
Fam162a,106.6442366,-5.036011324,0.81883547
Taco1,5.858584002,-2.134420857,0.089129115
Med23,5.589367793,-2.087379105,0.089409878
Kif18b,0.748092376,-0.076284109,0.504379859
Ppil3,56.38261123,-4.39867372,0.703768822
Rbm3os,1.600052578,-0.836549411,0.236235518
Zfp619,0.507661739,0.311427001,0.156885153
Gorasp2,12.38538947,-2.88303043,0.235047277
Cd2bp2,3.828328678,-1.708941252,0.051606024
Poc1a,22.56277747,-3.482814455,0.448666466
Rnf168,0.626627247,0.100890497,0.721599973
Gtf3c5,2.454246734,-1.264332805,0.01863805
Ufsp1,0.96034607,-0.326051351,0.153380832
Jpx,5.324718029,-2.038872679,0.129895712
2310068J16Rik,5.785334761,-2.121839147,0.645487307
Rpf1,4.44197339,-1.857611656,0.087168646
Afap1,1.577737284,-0.822504643,0.247870778
Rnf126,66.41753857,-4.562474077,0.720110679
Tbc1d13,9.77833848,-2.646682501,0.238797094
Gcc2,3.306333695,-1.562352851,0.063972401
Cactin,1.40206906,-0.704461966,0.046528087
Rabep2,2.730410162,-1.370964761,0.029427876
Pigw,1.73660807,-0.918446746,0.091008796
Cd3eap,1.96310493,-1.041040288,0.039627655
Reep6,6.168610748,-2.185986571,0.02678289
0610038B21Rik,8.928231091,-2.55573121,0.567310464
Ube2cbp,13.49378598,-2.968742202,0.15863748
Copb1,19.33348578,-3.328351528,0.257817499
Basp1,1.686877307,-0.889391993,0.039356746
Ppp4r1,1.047743261,-0.413151496,0.089751878
Secisbp2l,1.896907303,-1.006737745,0.036331006
Gtpbp3,2.018333909,-1.068785294,0.051138164
Lman1,15.1810849,-3.086563159,0.214862499
Actl10,2.036804571,-1.077895114,0.203746845
Bag5,0.592080156,0.157600335,0.224232827
Gpatch2l,1.51819384,-0.784034286,0.075252121
Derl3,10.18998636,-2.687918429,0.361489489
Mospd1,1.497641019,-0.770404137,0.073830603
Kctd2,2.988978427,-1.461444586,0.094243024
Cox10,3.092155018,-1.495381185,0.033093658
Spdl1,1.274564017,-0.609117093,0.074194598
Ttc9c,1.959036379,-1.038965629,0.022235794
Tmem70,3.720105159,-1.680264857,0.082385057
Polr3f,1.343149087,-0.661529843,0.017484739
2810408A11Rik,11.04013506,-2.768050195,0.433506978
Ints2,16.4832198,-3.168855802,0.466669083
Tspan15,2.068466699,-1.093320528,0.084042617
Csnk1g3,2.072216755,-1.095131851,0.042820899
Tekt5,1.280838281,-0.614027692,0.562943362
Mier2,2.046807937,-1.082794396,0.064940898
Polr3b,8.701672984,-2.530028225,0.220454605
Tbce,12.17236475,-2.865681119,0.239311883
Rufy2,3.872604545,-1.72044021,0.232789526
Dhrs13,2.201083413,-1.15546262,0.02530188
Cenpl,0.719563313,-0.03740216,0.882440452
Crtc3,1.131857864,-0.490373331,0.106338065
Wdr77,66.11746156,-4.557945801,0.650159521
Ckap2l,0.99172132,-0.358199782,0.064149866
Rprd1b,4.914092235,-1.958619964,0.104843557
Atad2,2.375400744,-1.231679078,0.029798598
Slc35d2,3.353695069,-1.576575664,0.134233553
Arhgap17,2.127673519,-1.121542059,0.015147623
Bbx,1.452828699,-0.740025404,0.168776779
Rnf167,1.857198473,-0.985582076,0.11047391
Stambp,1.473697278,-0.754287319,0.004298444
5730435O14Rik,4.569202803,-1.885851669,0.456660624
Zdhhc2,8.658054696,-2.525002987,0.34230841
Tmtc4,15.58204161,-3.112631993,0.405391565
Slc25a33,8.12735348,-2.461748266,0.076533851
Wars2,9.828617998,-2.651811255,0.257233272
Txndc16,3.672387666,-1.667354961,0.092037067
Fra10ac1,5.181426858,-2.011593394,0.171284392
Cpne3,8.732703281,-2.533587897,0.230784028
Tbccd1,1.690386297,-0.891470001,0.0381872
Cpm,1.860911272,-0.987579219,0.062208546
Gfod2,1.332352724,-0.653459265,0.066807684
Zc3h11a,2.776933442,-1.387860161,0.034072141
Pak4,0.754819184,-0.085235871,0.773058913
5730455P16Rik,9.939514269,-2.663031074,0.256848584
Ssfa2,1.534479648,-0.794704253,0.020002744
5730488B01Rik,4.260919394,-1.815997878,0.164823686
Mutyh,16.03885709,-3.141527267,0.421306193
Zdhhc24,2.6421907,-1.338121304,0.021381794
Fbxo33,1.523610717,-0.78759591,0.017683436
Ankrd24,3.765396252,-1.692366022,0.193631506
Sugp1,5.156364907,-2.006744776,0.095145663
5730508B09Rik,3.520166615,-1.625021243,0.063547941
Ube2v2,10.55834703,-2.723429655,0.367823202
Med26,0.225402317,1.123355476,0.032679843
Dcp2,11.31655661,-2.79277976,0.224335304
Oip5,1.605445371,-0.839914129,0.122597918
Naa30,0.822309924,-0.170875002,0.42538044
Zcchc8,1.687939898,-0.890021711,0.012892781
Tmem144,95.61015821,-4.926791992,0.869330002
Sik3,3.7630568,-1.691744527,0.062054914
Prdm16,1.651664981,-0.868296779,0.060806386
Vcpip1,0.491503025,0.343774264,0.302514021
Fam175a,2.21759004,-1.162933959,0.015955581
Utp20,10.69742178,-2.736515678,0.188335326
Dusp16,0.734137648,-0.057454184,0.74000105
Nup205,48.02850945,-4.238307702,0.60100255
Gpr137c,1.278547592,-0.612237661,0.544108271
Hmha1,7.223620027,-2.343869137,0.152105093
Angptl6,3.222993476,-1.536823499,0.141583738
Tspan2,13.64025867,-2.979538537,0.365067703
Kdsr,2.614360362,-1.327532385,0.090718904
Ptplb,14.01655819,-3.006752279,0.496431479
Dclk2,2.90531435,-1.433054515,0.028840843
Prpf3,2.139637388,-1.12714929,0.032546275
Ubr5,6.219953281,-2.194275316,0.132551796
Hars2,3.461789001,-1.608298428,0.063557521
Ankib1,2.157635923,-1.135526063,0.074950389
Cep192,4.391397378,-1.846160406,0.100301257
Pwwp2a,1.222651953,-0.567535152,0.145060441
Pgrmc2,2.141355466,-1.127951945,0.045904672
Arrdc2,2.44327824,-1.259853599,0.203509351
4632415L05Rik,0.592801634,0.156382527,0.717653047
Clec2g,0.164082445,1.440873345,0.679533912
Hmgxb4,0.963828293,-0.329670801,0.123750567
Trak2,2.513357321,-1.288132358,0.063069205
Ccdc93,2.459467218,-1.266457669,0.067186187
Spag9,21.84508682,-3.450488957,0.44452571
P2ry12,1.922584012,-1.020183041,0.123150538
4921507L20Rik,0.570443699,0.194827881,0.263363752
Cnbd2,3.291586811,-1.557882683,0.276561581
Ints10,7.098901844,-2.326453023,0.120127408
Spdya,0.474849813,0.378243787,0.184982427
Fam71d,0.527344267,0.273388766,0.720692302
Slain1os,2.427412735,-1.253338893,0.290980347
Cdkn2aip,1.127578808,-0.486585607,0.288218036
Trim69,0.32911676,0.744829776,0.203253906
Nol8,2.514270019,-1.288495431,0.016800404
4931403G20Rik,3.269585022,-1.551175993,0.265467845
4931403E22Rik,1.355891518,-0.670972105,0.29515445
Wdr20rt,0.611051966,0.126060352,0.74957058
Spata1,1.6725324,-0.880851806,0.128035189
Tex19.2,2.363774697,-1.22677271,0.190407471
Stamos,0.89538281,-0.256008989,0.410062841
Pgm2l1,4.550241349,-1.881693196,0.050385718
4931406C07Rik,2.50982502,-1.286725958,0.087024707
Spef1,5.207916953,-2.016692879,0.244536043
Phf6,3.542223163,-1.631267463,0.062488018
Naa40,3.749582827,-1.688157508,0.032856402
4931440P22Rik,2.061411905,-1.089904059,0.252231817
Spats1,0.71095113,-0.025361335,0.901911009
Pcgf6,4.278432659,-1.820099662,0.046705557
Hexim2,0.939030787,-0.303605907,0.300803753
Zfp597,1.108540356,-0.469557076,0.302063696
Arhgap19,7.907114615,-2.434275859,0.173365641
4933412E12Rik,124.6557131,-5.192068563,0.86356361
Cdkl1,1.758517088,-0.930983811,0.12466717
Atoh8,0.692068158,0.001557913,0.990801069
Stx18,7.526066502,-2.384885449,0.061977385
Zfp689,0.334225532,0.729426349,0.125746682
Oxsm,1.402135147,-0.704509101,0.034759195
Mier1,4.547042691,-1.880989984,0.05377441
Eri2,1.002597915,-0.369107467,0.140684832
Prkag2os1,0.379166867,0.603265968,0.271773254
Nbas,8.781634657,-2.539175491,0.217994943
Nipbl,2.843210176,-1.411446678,0.075321679
Fbxo24,7.636010859,-2.399388249,0.601936173
Asun,7.241923699,-2.346399796,0.18540103
Otud1,0.617055903,0.116282734,0.70877886
Nudt4,5.766854265,-2.118639664,0.119263311
Cage1,4.521303342,-1.875313223,0.028518224
Gpr15,1.320046399,-0.644179807,0.028350457
4933433G19Rik,6.835899198,-2.28870094,0.249691146
Acn9,4.227668023,-1.808163467,0.097939746
Osbpl7,0.794529822,-0.136508162,0.480031683
Naif1,0.790002008,-0.130793129,0.593552473
4933432I03Rik,1.045761409,-0.411258162,0.130976705
Noxred1,3.949446017,-1.740088241,0.295578976
Ccdc57,3.062195374,-1.485645022,0.128735286
Slc29a3,1.948774522,-1.033713645,0.026437444
Arhgap26,1.629562386,-0.854824424,0.056427517
Tbc1d9,1.008091461,-0.374571821,0.07925262
4933439K11Rik,4.046151133,-1.764279012,0.825754224
Rassf8,0.967834782,-0.333819034,0.050919839
Riok1,3.314261774,-1.564747827,0.025695022
Pdss2,5.381248601,-2.04943335,0.174498932
Arid5b,0.905190011,-0.266902521,0.722708609
Foxn3,1.894799389,-1.00562589,0.138955989
Pex1,7.129377273,-2.330736812,0.190153283
Chd6,1.657904801,-0.872067558,0.122195013
Kctd6,1.598739896,-0.835728674,0.093912647
5430427O19Rik,0.543545938,0.243128133,0.159777043
Fmnl2,6.167872309,-2.185866854,0.259083957
Arhgap21,2.287377049,-1.193918688,0.039992603
5530601H04Rik,3.005418173,-1.466929638,0.145215749
Wrb,3.073643023,-1.489376431,0.023861308
Mettl13,1.679688778,-0.885121445,0.012494066
Ankrd40,235.3183745,-5.827452303,0.905295261
Bcor,1.015058801,-0.381459464,0.076907916
Usp19,4.534088964,-1.878137094,0.042509144
8430423G03Rik,2.336576851,-1.215199895,0.221585202
Ppp6r2,13.81574989,-2.992322158,0.357154357
Alpk1,0.982441212,-0.348798149,0.400089451
Zfp935,1.107142302,-0.468295114,0.097056732
Sfpq,6.601144513,-2.253755966,0.081341119
Cyp2u1,3.93045165,-1.735267264,0.38350423
Grap,12.11254532,-2.860754639,0.100903561
Pds5a,4.868001966,-1.9491965,0.096954206
Fbxo9,5.851019599,-2.133128857,0.063206793
Afmid,3.408550598,-1.592800077,0.002382827
Izumo4,10.19531538,-2.688441259,0.319404362
Mcm9,1.074569461,-0.438433001,0.13877556
9130015A21Rik,3.692809984,-1.672900602,0.693084152
Ifih1,3.983313764,-1.748626998,0.034287237
Zfp251,1.962518385,-1.040741459,0.017311754
Pogk,8.10632531,-2.45915758,0.102644047
Senp8,1.016174906,-0.382558407,0.169899198
Myo1e,3.966089647,-1.744293554,0.04106388
Snx20,1.055463858,-0.420493267,0.014820396
Tradd,4.564137461,-1.884742471,0.077272383
9130011E15Rik,11.05526217,-2.769419449,0.343906808
Zfp949,1.852465675,-0.983030469,0.267902017
Zgrf1,3.204887388,-1.531189874,0.082849176
Optn,7.481562477,-2.378954578,0.108352774
4930506M07Rik,5.342849292,-2.042272007,0.415058254
Tmem248,2.509717763,-1.286683222,0.021241173
Rnf215,3.74995552,-1.688256899,0.089864692
Gypc,1.083984771,-0.447156775,0.032539283
Rbm43,2.124693575,-1.120140513,0.035108927
Tmem25,2.809878231,-1.399654069,0.031431393
Slc41a3,1.069388075,-0.433599513,0.176127451
Pnpt1,28.6445701,-3.721476821,0.506964664
Cdc5l,2.690366905,-1.356190501,0.016432237
Armcx3,2.104059462,-1.110381477,0.010220783
Arhgef3,0.663534048,0.04366219,0.846069514
Slc46a3,3.081420572,-1.491903636,0.072853204
Ubiad1,0.751028353,-0.080201046,0.27688107
Syde1,0.847986117,-0.201621905,0.183321168
Lrrcc1,5.164674018,-2.008354908,0.133508462
Mus81,6.653221554,-2.261614102,0.24600756
Cdc40,4.729618471,-1.920357458,0.075475713
Dhx35,5.273825055,-2.029268837,0.062546334
Telo2,11.08660284,-2.772250349,0.280302737
Cic,2.59819413,-1.321329559,0.054251671
Dhx34,3.021254571,-1.472185087,0.023707089
Smug1,1.644318594,-0.86383899,0.26001492
Rgs12,1.146409555,-0.503147853,0.089123272
Vps11,6.760386499,-2.277592983,0.154595734
Susd2,0.486591911,0.353816551,0.52951328
Mamdc2,6.008250277,-2.159646491,0.249375927
Pvrl4,0.597022639,0.149287325,0.793262272
Ulk3,3.547699822,-1.632812377,0.120223247
Coasy,5.174113433,-2.010180928,0.084489923
Cul2,23.03635482,-3.503586533,0.38570696
R3hdm2,10.87380906,-2.752869979,0.288066103
Gtf3c2,5.118089535,-1.999294152,0.062907509
Dhdh,4.986956904,-1.973338805,0.00053408
C2cd2l,1.482611806,-0.760318187,0.042409132
Klhdc3,3.579014883,-1.641600511,0.077356929
Raver1,12.92826638,-2.925929027,0.205963396
Tysnd1,5.959451483,-2.151491364,0.141160854
Bbs10,0.26781133,0.950959618,0.057265269
Plbd2,8.118771625,-2.460691786,0.249991997
Tha1,0.425413645,0.48818038,0.293280653
Ing3,1.900295053,-1.008522086,0.062871405
8-Mar,9.751386343,-2.643922385,0.438186328
Ankle2,2.117085886,-1.116553482,0.031303927
Ints12,1.195302406,-0.544912134,0.054463235
Pitpnc1,1.210367195,-0.557436701,0.188472116
Ptcd1,1.239800023,-0.581463016,0.0208311
Plekhf2,0.621581954,0.108974592,0.308602352
Mtfr2,1.321193754,-0.645048608,0.068644629
Tars2,21.12852523,-3.417136955,0.346028604
Ranbp3,5.154734338,-2.006428502,0.041556514
Tmem50a,111.1083277,-5.077018571,0.821149679
3200001D21Rik,0.764616572,-0.098132137,0.75344852
Kif23,4.666548337,-1.906932605,0.077134525
Dcaf7,4.891587364,-1.954029786,0.067681133
Zbtb43,0.703933439,-0.015441447,0.969225173
Lancl2,4.611301215,-1.895022997,0.052299823
Shcbp1l,4.100186961,-1.777545494,0.414164077
Phf7,3.842478595,-1.712630546,0.053377698
Osgin1,0.614878173,0.119818202,0.577736722
R3hcc1,8.186308885,-2.468976031,0.193964271
Nupl1,3.272622654,-1.552104619,0.060102714
Gpr160,0.845016658,-0.198113982,0.350723322
Fbxo30,0.474304848,0.379392104,0.305576682
Ccdc19,2.682028197,-1.353086219,0.100692343
Cenpu,4.631158134,-1.899319894,0.096484834
Fam83d,0.373633555,0.617966842,0.028139674
Coq2,36.17348509,-3.954839315,0.651568194
2310003H01Rik,2.77766738,-1.388124424,0.062784487
Cdadc1,2.89786124,-1.430485882,0.150939498
Noxo1,3.621352347,-1.653360453,0.339971366
Tmem106b,3.210442543,-1.532921712,0.10997734
Fam219a,2.480201383,-1.27485268,0.126438775
Cand1,3.364208188,-1.579705548,0.030809178
Paqr7,1.930709365,-1.024400402,0.019341801
Ppapdc1b,9.163184849,-2.58170673,0.264188667
Jsrp1,4.235606844,-1.810039531,0.450415974
Tmem79,1.647852616,-0.865985916,0.17347472
Antxr2,0.905181852,-0.266893506,0.392310344
Dus4l,1.860840161,-0.987541006,0.015000216
Zcchc24,1.742760529,-0.921983287,0.00477332
2310047M10Rik,0.696796369,-0.005250856,0.978817325
Tube1,5.337792625,-2.041325122,0.072825636
Tmem123,10.57547497,-2.725050559,0.229856378
Endod1,1.426421249,-0.721681605,0.055148545
Cers5,4.136172988,-1.786283882,0.06107737
2410016O06Rik,0.540068913,0.249545611,0.071747106
Ist1,1.930814287,-1.024454745,0.021365207
Rnf135,2.001093373,-1.060206638,0.096758162
Cdca4,0.693740591,-0.000855745,0.992490833
Nkiras2,4.131241139,-1.7850908,0.079781986
Wdr73,2.052479428,-1.08556146,0.027376179
Zbed5,2.670258855,-1.348688338,0.06502338
Zswim1,0.680633539,0.018218319,0.836127201
Dnmbp,0.951548749,-0.31684856,0.055808079
Rbpms2,20.2601051,-3.375166607,0.840119367
Ppp2r2a,1.271817389,-0.606959813,0.01657914
Snx10,10.56097505,-2.723678529,0.166032936
Tmco6,4.321970994,-1.830224467,0.026746024
Sars2,12.58543768,-2.899053326,0.289662909
Ddx28,0.487190761,0.352586605,0.096538708
Esco2,1.471574929,-0.752846128,0.013746916
Rpusd4,6.367446947,-2.217711517,0.141886176
Ddx54,11.41000349,-2.80100339,0.180039216
Ercc8,10.77359433,-2.743611091,0.259644201
Cnn3,9.472450135,-2.61490052,0.105513055
Smg9,18.94797235,-3.308209847,0.375129112
Fbxo22,5.572211331,-2.084304903,0.143055006
1600016N20Rik,0.802541312,-0.146540974,0.819043982
Fndc3b,1.354731086,-0.670115895,0.315203564
Zfyve19,12.85771353,-2.920456827,0.315141039
1600020E01Rik,3.471877055,-1.611208306,0.04598208
1600002H07Rik,1.728655398,-0.9138568,0.053180964
Zfp654,0.845455873,-0.198633618,0.431143785
Cyb561d1,1.349034767,-0.66590227,0.285827765
Trmu,54.91016264,-4.372211364,0.578913486
Cnpy3,3.118734391,-1.503940196,0.047716233
Tsc22d2,0.562638651,0.208604764,0.612160833
Alkbh4,0.369322367,0.629572472,0.066190298
Sulf2,3.397604083,-1.589583422,0.171817575
Urgcp,0.75216629,-0.081715071,0.453349096
Ddx42,2.704868794,-1.361566327,0.02914997
Tnfrsf13c,2.321760245,-1.208838545,0.01612724
Kdelc1,5.064502125,-1.988768756,0.087865034
Tmub2,2.378156119,-1.232838368,0.017421461
Cyp4f18,2.798853448,-1.395722771,0.285482743
Slc38a10,7.209358029,-2.341892829,0.166996819
1810055G02Rik,1.967975502,-1.043518271,0.050602582
2010111I01Rik,2.148744694,-1.131396729,0.049784953
Rap2c,5.246667461,-2.024106026,0.090255468
Cnot2,1.927358301,-1.02266323,0.034906237
Ogfr,13.41465799,-2.96286091,0.231231389
Sapcd2,4.101053103,-1.777756716,0.130586591
Pigx,3.365972406,-1.580229819,0.034851449
Osgepl1,11.23708425,-2.785732323,0.251260036
Snhg7,4.537863186,-1.878969158,0.175739986
2010320M18Rik,4.21512709,-1.805192663,0.042068116
Tmem68,2.655476929,-1.343137194,0.043494867
Dusp11,1.868809558,-0.991814549,0.022753338
